id,district_id,date,statement_frequency
3790,1,1997-05-13,weekly
3791,1,1996-05-03,weekly
3940,35,1995-05-07,weekly
3942,27,1996-05-10,weekly
3957,33,1996-06-13,weekly
3959,1,1997-02-15,weekly
4047,45,1995-09-29,weekly
4052,36,1997-01-25,weekly
4255,70,1993-11-08,weekly
4309,74,1997-06-25,weekly
4318,33,1993-04-13,weekly
4386,51,1997-11-29,weekly
4408,71,1994-04-11,weekly
4413,74,1994-01-15,weekly
4462,73,1995-12-27,weekly
4467,17,1997-04-13,weekly
4471,4,1997-06-09,weekly
4537,53,1996-07-18,weekly
4969,60,1996-08-19,weekly
4994,1,1996-01-11,weekly
4995,20,1994-08-01,weekly
5066,13,1995-08-27,weekly
5133,68,1996-12-08,weekly
5196,13,1997-06-29,weekly
5250,8,1996-07-20,weekly
5362,76,1996-09-06,weekly
5385,44,1993-05-21,weekly
5574,13,1994-07-14,weekly
5632,5,1994-11-15,weekly
5708,64,1997-10-12,weekly
6034,6,1993-03-19,weekly
6083,6,1996-09-19,weekly
6118,1,1994-03-07,weekly
6226,74,1993-07-26,weekly
6512,34,1996-02-03,weekly
6555,38,1993-03-05,weekly
6636,72,1993-08-04,weekly
6701,49,1993-03-15,weekly
6715,48,1993-09-15,weekly
6922,3,1997-05-12,weekly
6927,74,1995-12-08,weekly
7136,12,1995-04-09,weekly
7180,7,1997-06-12,weekly
7437,19,1997-08-08,weekly
7465,1,1996-12-19,weekly
7562,72,1995-01-17,weekly
7618,72,1995-06-13,weekly
7713,50,1996-05-25,weekly
7733,19,1996-07-08,weekly
7765,52,1994-07-10,weekly
7815,19,1995-04-09,weekly
7926,69,1996-06-09,weekly
8027,44,1993-07-07,weekly
8051,1,1993-02-07,weekly
8132,5,1993-04-17,weekly
8158,48,1996-06-16,weekly
8327,1,1995-08-08,weekly
8547,14,1995-07-17,weekly
8899,1,1994-09-05,weekly
8931,63,1996-01-01,weekly
9006,40,1994-09-02,weekly
9051,5,1996-01-17,weekly
9403,1,1993-03-27,weekly
9472,1,1993-07-06,weekly
9491,7,1996-08-08,weekly
9583,31,1994-05-22,weekly
9646,1,1996-07-30,weekly
9814,64,1995-01-19,weekly
10063,4,1996-10-13,weekly
10093,1,1994-07-01,weekly
10478,70,1996-02-24,weekly
10694,73,1996-05-15,weekly
10738,45,1993-04-17,weekly
10788,67,1993-11-22,weekly
10911,1,1993-05-29,weekly
10915,25,1997-02-15,weekly
10942,44,1994-06-05,weekly
10973,18,1993-04-20,weekly
11013,1,1993-02-14,weekly
11027,32,1996-07-26,weekly
11054,59,1996-02-01,weekly
11138,70,1995-08-18,weekly
11141,1,1997-02-11,weekly
11349,1,1995-05-26,weekly
