iso2,year,m014,m1524,m2534,m3544,m4554,m5564,m65,f014,f1524,f2534,f3544,f4554,f5564,f65
NR,2007,1,1,0,1,0,0,0,0,0,0,0,0,0,0
NR,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NR,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NR,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NR,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,1
NR,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP,2000,170,1904,1763,1713,1491,1294,772,176,1267,1078,833,575,419,228
NP,2001,155,1957,1709,1743,1491,1300,775,171,1295,1060,838,573,375,222
NP,2002,129,1980,1707,1686,1579,1465,758,202,1203,1041,796,544,426,198
NP,2003,122,2039,1658,1619,1769,1639,735,189,1283,1107,873,609,486,220
NP,2004,121,1991,1749,1652,1710,1739,763,188,1282,1138,849,677,540,215
NP,2005,148,1946,1685,1722,1806,1759,820,195,1208,1111,797,658,532,230
NP,2006,125,1914,1651,1640,1688,1695,808,179,1164,1001,788,613,519,243
NP,2007,150,2025,1591,1636,1720,1715,919,175,1149,1027,793,619,578,258
NP,2008,81,150,1409,1558,1706,1515,792,107,832,820,704,630,523,226
NP,2009,149,1991,1864,1761,1897,1871,1067,181,1223,1022,845,675,579,317
NP,2010,165,2110,1832,1724,1856,1857,1126,192,1177,1036,819,681,642,352
NP,2011,245,1914,1755,1723,1732,1710,1180,247,1182,978,752,624,604,354
NP,2012,250,1906,1756,1644,1708,1773,1203,210,1227,1036,666,638,643,397
NP,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NL,2000,0,34,63,41,25,10,21,4,29,22,16,9,5,10
NL,2001,1,51,51,33,29,12,24,1,26,32,19,9,5,10
NL,2002,1,40,54,39,33,7,20,5,27,32,12,13,4,9
NL,2003,2,35,50,38,17,15,15,0,16,30,12,10,3,5
NL,2004,6,36,54,37,26,22,31,4,20,33,15,4,4,12
NL,2005,0,23,42,23,26,14,19,3,14,19,11,9,1,4
NL,2006,0,25,23,31,23,17,19,3,15,17,12,5,3,10
NL,2007,1,10,22,28,21,15,15,1,12,22,17,6,5,12
NL,2008,0,16,24,26,19,18,19,2,13,19,14,6,6,7
NL,2009,1,28,21,25,22,13,14,1,21,24,7,8,4,13
NL,2010,0,23,29,22,20,11,18,1,9,14,13,6,4,11
NL,2011,2,22,35,19,24,13,13,2,13,14,7,7,4,3
NL,2012,1,15,31,14,18,9,15,4,7,18,15,4,6,6
NL,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,2000,0,0,1,2,0,0,0,0,0,1,0,0,1,0
AN,2001,0,0,1,5,0,0,0,0,0,1,0,0,1,0
AN,2002,0,1,1,3,2,3,1,0,1,0,0,1,0,1
AN,2003,0,0,2,1,0,0,3,0,0,1,1,0,1,0
AN,2004,1,1,0,4,3,0,1,0,0,NA,1,0,0,0
AN,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,2006,0,0,0,2,1,1,0,1,0,0,0,0,0,0
AN,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AN,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,2000,1,1,3,4,2,3,4,1,8,1,1,3,2,4
NC,2001,0,1,8,1,5,6,6,1,1,2,1,0,0,3
NC,2002,0,2,2,1,1,1,3,0,4,2,2,3,0,0
NC,2003,0,1,1,1,1,1,3,0,0,2,2,0,0,3
NC,2004,0,2,1,3,2,1,2,0,2,1,0,0,1,0
NC,2005,0,2,1,0,0,3,0,0,1,2,1,2,0,4
NC,2006,0,0,3,1,1,NA,1,0,1,0,0,0,0,2
NC,2007,0,1,1,2,1,3,2,0,0,0,1,0,0,1
NC,2008,0,1,1,0,2,1,2,0,0,1,0,0,0,1
NC,2009,0,0,0,0,1,0,5,0,1,1,3,0,2,2
NC,2010,0,1,2,3,1,4,3,0,1,0,1,0,1,3
NC,2011,0,0,0,3,1,2,3,0,0,1,1,0,1,1
NC,2012,NA,NA,2,NA,3,2,1,NA,NA,NA,NA,1,1,1
NC,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NZ,2000,0,6,5,6,8,10,7,1,6,6,5,0,4,10
NZ,2001,1,7,2,7,4,2,12,3,9,14,3,1,3,5
NZ,2002,0,10,14,5,6,4,10,1,15,8,4,3,5,3
NZ,2003,5,9,10,6,6,8,9,7,18,8,1,10,4,5
NZ,2004,3,10,13,10,6,5,16,0,10,15,4,4,1,13
NZ,2005,4,6,10,6,6,5,10,1,11,9,6,6,1,2
NZ,2006,5,14,5,8,4,3,7,1,12,12,12,3,6,4
NZ,2007,0,11,1,7,4,4,8,1,14,7,8,6,6,4
NZ,2008,0,9,4,9,5,10,18,1,8,13,9,3,3,9
NZ,2009,1,8,11,10,5,7,10,0,6,10,5,5,7,5
NZ,2010,0,6,13,4,6,5,11,2,12,7,6,5,3,6
NZ,2011,1,12,5,5,7,7,11,4,8,8,4,5,3,8
NZ,2012,0,7,9,2,4,6,14,3,4,8,2,3,1,5
NZ,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NI,2000,18,194,174,147,108,64,90,34,188,173,98,76,46,61
NI,2001,24,213,203,139,93,75,95,32,188,173,92,67,52,64
NI,2002,22,168,180,140,101,73,74,26,149,135,91,72,45,44
NI,2003,14,179,210,135,103,68,65,42,174,150,91,71,54,48
NI,2004,24,161,179,105,104,87,72,23,159,154,90,75,44,50
NI,2005,17,163,159,116,106,61,79,23,135,122,103,61,54,47
NI,2006,15,162,151,129,98,90,72,25,168,144,90,65,38,38
NI,2007,16,172,194,144,130,77,91,27,158,168,100,76,45,55
NI,2008,20,174,190,130,108,90,67,38,165,164,93,54,54,55
NI,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NI,2010,22,157,189,141,115,82,108,27,154,149,92,75,50,79
NI,2011,10,273,235,156,108,61,94,4,61,145,161,108,64,72
NI,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,2000,29,270,174,441,252,151,78,31,123,206,168,151,63,9
NE,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,2003,41,485,1051,779,512,299,169,30,201,356,279,177,83,42
NE,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,2005,35,557,1204,819,497,350,198,34,214,388,330,223,131,70
NE,2006,25,537,1265,909,487,359,217,37,270,427,306,207,149,84
NE,2007,40,571,1380,958,577,405,249,57,287,412,323,248,157,109
NE,2008,35,659,1453,852,562,429,333,57,259,414,307,237,146,110
NE,2009,52,602,1552,1019,654,478,328,36,248,464,339,239,209,127
NE,2010,44,669,1587,988,615,415,342,39,272,418,347,238,174,135
NE,2011,50,709,1673,1025,646,436,347,50,285,449,323,278,189,147
NE,2012,40,702,1752,1133,747,444,360,48,260,485,302,237,214,124
NE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NG,2000,157,2173,3164,1836,1091,566,463,239,2934,2434,1110,676,344,231
NG,2001,164,2196,3281,2076,1283,654,488,272,2619,2510,1201,715,387,251
NG,2002,163,2274,3719,2283,1352,696,534,242,2633,2884,1368,787,420,241
NG,2003,267,3263,5388,3590,2106,1139,719,356,3394,3956,1973,1159,536,327
NG,2004,408,3679,6252,4262,2614,1310,1267,469,3768,4463,2220,1495,981,567
NG,2005,325,3824,6758,4544,2863,1464,950,482,3996,4884,2448,1350,745,415
NG,2006,247,4488,8145,5517,3330,1431,897,385,4029,5430,2516,1894,1049,545
NG,2007,503,4251,8541,5776,3767,1853,1341,685,4522,5944,3088,1926,1194,625
NG,2008,579,4518,8910,6210,3821,1987,1267,745,4431,6391,3351,2057,1099,660
NG,2009,711,4342,8649,5975,3766,2057,1269,804,4199,6100,3473,1872,1023,623
NG,2010,521,4457,9186,6218,3804,1974,1363,595,4182,6117,3431,1846,1040,682
NG,2011,529,4549,9520,6550,4230,2248,1443,578,4198,6168,3574,2014,1112,724
NG,2012,538,5026,10382,7684,4589,2449,1686,649,4652,6762,4084,2243,1290,867
NG,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2002,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA
NU,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NU,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MP,2000,1,4,8,9,9,3,2,0,10,17,7,3,1,1
MP,2001,0,1,3,0,4,2,0,0,5,4,0,0,0,0
MP,2002,1,2,3,7,10,5,2,0,9,10,3,1,0,0
MP,2003,0,2,2,2,1,0,2,1,3,0,2,1,0,0
MP,2004,0,0,2,2,4,1,0,0,1,2,1,1,0,0
MP,2005,0,0,1,3,4,1,2,0,0,0,1,1,1,1
MP,2006,0,0,2,3,1,0,0,0,2,2,3,1,0,1
MP,2007,0,0,0,3,4,0,2,0,0,2,1,1,1,2
MP,2008,0,1,0,1,5,0,3,0,0,0,2,0,1,0
MP,2009,0,0,1,4,4,3,1,0,1,0,0,1,1,0
MP,2010,0,2,0,0,3,3,0,0,2,0,1,3,2,1
MP,2011,0,0,0,0,1,5,3,0,0,1,0,2,3,0
MP,2012,0,0,0,3,1,1,0,0,0,3,1,0,0,0
MP,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,2000,0,1,9,3,6,2,4,1,3,1,NA,NA,2,5
NO,2001,0,6,8,8,4,1,8,1,6,9,1,1,2,4
NO,2002,0,4,4,4,2,0,4,0,3,5,1,2,0,2
NO,2003,0,3,3,4,4,2,2,0,4,9,4,2,0,1
NO,2004,1,5,6,6,1,1,2,0,3,8,4,2,1,6
NO,2005,0,9,4,6,4,4,3,0,4,7,2,1,0,3
NO,2006,0,5,10,5,3,3,1,1,5,5,2,2,1,3
NO,2007,NA,4,12,2,3,1,2,1,4,2,5,1,NA,1
NO,2008,1,10,8,7,2,4,3,0,1,6,4,0,1,6
NO,2009,0,6,14,5,1,2,0,1,2,5,4,1,1,3
NO,2010,0,9,9,7,1,4,2,0,5,7,3,2,0,1
NO,2011,0,3,7,3,3,1,1,0,14,7,0,1,0,1
NO,2012,1,8,15,5,8,5,2,0,2,8,1,4,1,1
NO,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OM,2000,1,8,9,11,12,9,11,2,17,5,7,5,11,6
OM,2001,1,10,8,12,6,8,8,4,17,8,5,9,5,8
OM,2002,7,22,18,20,16,26,20,16,41,15,12,13,7,7
OM,2003,5,28,32,31,29,13,15,10,26,18,12,13,11,7
OM,2004,1,15,12,23,30,12,14,0,0,9,1,0,0,0
OM,2005,1,21,11,24,15,19,5,2,13,5,3,4,5,3
OM,2006,6,18,19,18,18,12,2,2,21,22,7,13,12,14
OM,2007,0,16,25,25,20,13,8,3,22,13,11,10,7,14
OM,2008,0,18,28,28,28,14,10,1,20,10,4,4,5,1
OM,2009,0,28,35,23,13,10,11,2,11,14,4,6,1,6
OM,2010,2,12,27,15,16,8,10,3,18,22,6,4,4,5
OM,2011,1,17,25,12,23,10,11,5,20,21,9,13,7,6
OM,2012,0,18,33,23,12,8,19,0,20,37,10,10,9,6
OM,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PK,2000,55,498,387,256,232,153,130,130,591,416,274,163,103,56
PK,2001,139,1191,891,673,664,496,306,241,1007,915,650,421,252,142
PK,2002,225,1964,1734,1270,1113,864,554,512,2401,1917,1283,809,539,303
PK,2003,284,2605,2346,1851,1652,1288,870,622,3007,2471,1669,1280,845,503
PK,2004,363,3812,3309,2676,2329,2057,1581,950,4281,3656,2452,1794,1350,837
PK,2005,621,5278,4759,4263,3834,3332,2453,1447,6463,5611,3987,2866,2060,1338
PK,2006,820,7290,6896,5594,5427,4392,3439,1941,8410,7030,5404,3913,2802,1950
PK,2007,1017,9598,8790,7717,7237,6258,5156,2443,11522,9162,7352,5496,4065,2934
PK,2008,1213,10521,9889,8428,8284,6890,5959,2696,12838,10489,8146,6387,4750,3547
PK,2009,1052,11090,10035,8472,8366,7053,5981,2595,13734,10512,8174,6332,4786,3492
PK,2010,1548,11860,10462,8320,7969,6934,6066,3212,14481,10513,7749,6410,4879,4338
PK,2011,1216,12143,10515,8435,8608,7320,6323,2679,14652,10684,7880,6590,4977,3711
PK,2012,1317,12605,10838,8848,9026,7753,6492,2630,15445,10902,8263,6876,5494,4056
PK,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PW,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PW,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PW,2002,1,0,1,1,2,2,1,0,0,3,0,0,0,0
PW,2003,0,0,1,1,1,1,0,1,0,0,1,0,1,2
PW,2004,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA
PW,2005,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
PW,2006,1,0,1,2,1,0,0,0,0,1,0,0,0,0
PW,2007,0,0,1,0,2,1,0,0,0,0,0,0,1,0
PW,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PW,2009,0,0,0,0,1,1,1,0,0,0,0,1,0,2
PW,2010,0,1,2,1,1,1,1,1,0,1,1,0,0,0
PW,2011,0,0,0,1,0,2,0,0,0,1,0,0,0,0
PW,2012,0,0,0,0,0,0,0,0,0,0,1,1,0,1
PW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA,2000,3,44,78,61,37,27,26,6,43,34,35,19,12,16
PA,2001,7,58,109,89,73,50,39,9,45,70,46,27,12,23
PA,2002,7,89,108,101,76,68,68,7,50,54,59,29,18,34
PA,2003,10,91,122,81,74,61,67,14,51,77,50,30,24,28
PA,2004,16,89,123,118,91,65,50,9,98,66,59,33,34,33
PA,2005,5,76,129,129,84,57,49,11,73,81,62,33,30,41
PA,2006,7,100,134,107,88,48,57,14,64,83,52,45,26,33
PA,2007,7,106,139,116,81,50,61,7,56,74,59,33,21,23
PA,2008,9,102,123,99,114,63,65,10,59,76,58,48,30,27
PA,2009,10,58,101,110,69,57,63,6,59,68,68,43,24,32
PA,2010,6,70,123,81,65,61,51,6,55,55,46,43,24,31
PA,2011,10,100,108,94,105,62,48,10,57,65,63,46,43,50
PA,2012,19,88,103,104,67,51,61,9,62,57,45,46,22,44
PA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG,2000,8,87,70,30,21,12,5,6,77,45,21,15,5,1
PG,2001,4,101,72,29,26,9,4,7,91,64,32,17,5,1
PG,2002,18,139,133,74,62,37,6,22,160,149,60,47,18,1
PG,2003,17,190,153,96,65,32,7,28,193,171,59,29,20,7
PG,2004,28,153,138,90,61,43,6,30,164,161,66,38,18,3
PG,2005,28,183,205,108,94,48,12,38,200,204,124,65,35,2
PG,2006,32,221,220,122,84,48,3,41,226,215,142,75,24,3
PG,2007,16,178,171,112,67,50,6,32,148,153,84,36,15,3
PG,2008,65,250,207,160,95,58,12,71,261,230,113,75,48,10
PG,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG,2010,37,279,260,196,135,87,27,64,313,292,191,97,52,9
PG,2011,50,278,265,152,122,71,18,53,302,272,146,97,55,15
PG,2012,54,415,387,250,182,121,37,55,398,395,208,156,95,29
PG,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PY,2000,16,112,103,105,86,80,71,12,69,86,41,41,30,46
PY,2001,18,114,106,85,89,74,73,22,91,71,46,51,31,41
PY,2002,20,119,127,112,105,78,78,12,88,83,50,36,55,39
PY,2003,11,163,174,109,123,81,91,28,87,71,77,50,40,61
PY,2004,18,160,132,120,107,103,121,21,106,87,69,63,50,43
PY,2005,23,168,185,136,117,87,99,31,89,98,69,52,29,71
PY,2006,20,188,221,143,150,124,116,16,130,79,73,55,63,66
PY,2007,14,171,221,152,135,94,100,15,100,98,46,46,34,47
PY,2008,11,238,227,138,138,91,90,10,92,87,60,61,42,56
PY,2009,15,203,263,173,155,120,102,15,121,101,53,62,41,57
PY,2010,18,163,244,129,143,103,99,18,106,99,39,50,46,45
PY,2011,9,182,238,135,151,124,103,14,110,103,55,39,36,62
PY,2012,4,180,230,158,143,116,129,16,95,98,60,55,38,60
PY,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE,2000,552,5290,2875,1546,1041,801,796,633,3686,2472,1156,609,499,624
PE,2001,11,5591,2887,1550,979,843,696,11,4015,2382,1117,626,480,497
PE,2002,65,983,622,298,194,164,138,62,688,496,251,129,96,100
PE,2003,101,758,506,355,206,139,165,107,659,380,228,138,106,98
PE,2004,385,3860,2085,1357,894,747,675,410,3258,1935,1094,678,440,471
PE,2005,371,3802,2670,1513,1075,641,708,375,2674,2111,1046,699,333,472
PE,2006,400,4071,2470,1494,1106,884,869,435,2713,1852,1082,762,557,556
PE,2007,395,3436,2239,1585,1152,654,702,335,2684,1603,1127,813,402,669
PE,2008,84,3406,2233,1564,1121,608,921,52,2644,1599,1112,791,373,899
PE,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PH,2003,356,6360,9302,11458,10713,6445,3648,300,3218,4551,4761,4000,2858,2018
PH,2004,312,6792,10328,12229,11413,7526,4289,291,3507,5090,5008,4327,3210,2183
PH,2005,482,7358,11275,13253,12531,7646,4279,374,3710,5268,5565,4603,3274,2029
PH,2006,419,7878,11697,13478,12733,8074,4640,379,4337,5746,5630,5007,3485,2237
PH,2007,466,8524,11781,13810,12846,8481,4862,380,4389,5594,5291,4612,3313,2217
PH,2008,369,8735,11741,13529,12808,8249,4348,341,4529,5452,5123,4527,3086,2188
PH,2009,487,9348,12430,13712,13111,8585,4617,412,4895,5724,5516,4628,3203,2138
PH,2010,511,9320,12224,13716,13651,8923,4742,454,4825,5489,5301,4643,3329,2070
PH,2011,573,9725,12804,14474,14002,9568,4845,448,5155,5848,5521,4880,3501,2236
PH,2012,583,9754,12576,14140,13996,9676,5097,466,5104,5954,5584,5068,3605,2380
PH,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL,2000,1,99,303,812,782,361,434,1,99,158,211,170,82,421
PL,2001,5,78,242,603,662,275,322,4,99,148,170,124,63,360
PL,2002,4,100,206,515,687,264,309,7,90,135,157,148,70,368
PL,2003,2,93,234,436,653,305,349,3,91,108,152,132,65,358
PL,2004,1,85,225,425,664,243,292,2,92,136,126,118,79,285
PL,2005,3,109,199,389,639,292,310,3,95,142,112,151,63,316
PL,2006,1,92,215,390,649,357,285,1,83,142,112,118,72,318
PL,2007,2,85,213,395,677,344,285,4,65,149,120,132,79,277
PL,2008,6,66,175,397,653,355,239,3,65,106,112,132,77,264
PL,2009,2,84,207,340,594,410,256,5,60,129,86,136,76,273
PL,2010,3,70,205,310,574,393,237,2,59,118,82,104,82,245
PL,2011,5,69,187,314,560,439,275,1,67,96,90,130,99,255
PL,2012,1,82,183,306,471,438,267,1,54,96,106,102,100,226
PL,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PT,2000,8,147,375,349,208,140,140,5,114,154,87,41,25,64
PT,2001,9,156,329,356,218,109,140,13,110,160,83,36,30,63
PT,2002,12,156,342,411,272,129,171,5,99,141,87,33,29,73
PT,2003,11,134,297,333,227,99,148,7,99,163,82,39,27,47
PT,2004,4,97,258,336,216,98,115,3,89,122,65,22,16,50
PT,2005,5,85,227,284,181,90,93,7,67,109,66,29,11,42
PT,2006,7,80,211,259,190,94,108,4,56,107,85,33,22,41
PT,2007,4,69,178,268,188,82,112,2,49,95,61,27,12,26
PT,2008,2,51,155,212,179,80,84,3,54,86,55,38,15,39
PT,2009,2,74,141,204,184,81,89,2,56,91,55,26,15,39
PT,2010,4,53,120,221,172,81,81,3,55,64,57,38,12,31
PT,2011,2,60,91,187,188,82,78,4,43,59,59,31,12,28
PT,2012,1,56,103,187,153,79,75,6,52,62,66,28,19,32
PT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PR,2000,0,1,4,19,9,10,14,1,4,5,3,7,1,3
PR,2001,0,5,4,11,12,6,11,0,3,1,4,9,2,6
PR,2002,2,4,7,12,10,9,7,0,1,5,9,2,5,5
PR,2003,0,3,5,8,10,12,9,0,3,2,3,1,3,3
PR,2004,0,2,7,8,7,12,7,0,2,3,4,6,2,5
PR,2005,0,4,4,7,9,7,7,0,3,2,5,4,1,7
PR,2006,1,4,7,6,13,9,7,1,4,3,6,3,2,3
PR,2007,0,6,2,9,8,10,6,0,0,2,4,7,1,1
PR,2008,0,2,4,3,13,11,6,0,1,4,3,2,3,0
PR,2009,0,0,0,7,6,3,2,0,2,3,1,2,1,3
PR,2010,0,0,3,2,4,5,8,0,1,0,2,6,2,4
PR,2011,0,1,4,3,6,6,2,0,1,1,1,0,3,1
PR,2012,0,1,5,1,6,8,10,0,0,3,1,2,3,1
PR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
QA,2000,0,7,19,9,7,2,1,0,0,4,3,1,0,0
QA,2001,1,2,0,3,4,0,3,0,1,0,0,1,1,1
QA,2002,NA,8,12,9,8,1,3,NA,6,13,1,3,NA,NA
QA,2003,1,10,27,17,16,5,5,0,4,6,0,2,0,2
QA,2004,0,9,13,13,8,10,1,0,6,5,4,2,2,0
QA,2005,NA,19,15,17,19,5,1,NA,5,10,2,1,2,0
QA,2006,0,22,21,17,22,6,1,0,6,11,7,1,0,1
QA,2007,0,26,38,19,10,4,0,1,4,6,5,3,0,0
QA,2008,1,47,67,26,18,10,2,0,4,14,6,2,0,2
QA,2009,0,41,83,32,16,6,2,2,9,18,7,2,1,1
QA,2010,0,59,72,38,22,5,0,0,7,16,2,1,1,0
QA,2011,0,36,64,36,14,10,3,0,9,15,6,1,2,1
QA,2012,0,34,52,45,21,8,0,2,6,9,1,1,0,1
QA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KR,2000,19,821,1085,988,853,731,901,25,546,544,393,220,295,795
KR,2001,23,942,1415,1419,1293,1103,1361,45,839,890,489,326,390,1270
KR,2002,20,806,1333,1374,1265,1029,1390,19,759,854,456,334,377,1329
KR,2003,22,732,1208,1265,1207,992,1472,32,681,793,501,365,381,1325
KR,2004,18,709,1276,1364,1248,1017,1595,26,659,847,496,340,360,1516
KR,2005,22,687,1171,1326,1336,1005,1669,27,590,842,491,370,373,1729
KR,2006,19,652,1109,1223,1406,955,1698,27,579,859,507,403,371,1705
KR,2007,16,589,953,1144,1308,906,1684,34,570,807,466,387,347,1716
KR,2008,21,492,865,1093,1400,958,1848,32,483,722,483,402,360,1889
KR,2009,25,567,803,1059,1417,992,1904,26,506,685,525,441,360,1975
KR,2010,22,537,705,1049,1496,1029,1997,23,472,686,509,487,368,2216
KR,2011,13,491,712,1019,1414,1145,2132,37,446,688,520,432,421,2244
KR,2012,11,500,699,956,1562,1238,2255,22,436,664,444,377,397,2569
KR,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MD,2000,2,52,31,36,13,13,6,1,16,32,45,23,14,6
MD,2001,1,152,197,230,158,62,32,6,58,61,46,33,14,10
MD,2002,5,159,220,237,181,49,33,11,71,76,41,32,23,8
MD,2003,1,152,201,252,206,62,25,1,101,71,64,40,16,22
MD,2004,8,210,277,284,267,89,42,11,91,97,57,53,28,22
MD,2005,2,211,337,345,313,106,31,3,97,92,57,61,23,18
MD,2006,2,175,302,349,312,106,32,7,91,108,72,67,25,31
MD,2007,0,181,281,343,314,107,35,2,97,85,57,58,25,25
MD,2008,1,167,271,314,317,105,32,4,85,81,57,52,22,25
MD,2009,3,155,220,255,256,91,30,2,69,85,61,55,21,15
MD,2010,0,119,243,244,248,113,21,6,47,90,46,47,23,20
MD,2011,2,94,257,250,267,107,21,3,66,79,51,41,20,14
MD,2012,0,99,234,256,284,131,31,3,58,95,48,56,26,25
MD,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RO,2000,46,832,1508,1799,1684,916,533,53,701,766,484,341,207,321
RO,2001,60,790,1670,1925,2000,975,685,70,713,825,497,391,228,347
RO,2002,102,742,1682,1854,1914,854,605,74,669,839,435,370,202,351
RO,2003,37,750,1565,1695,1953,836,594,58,667,770,470,412,196,404
RO,2004,31,718,1582,1798,1999,917,629,59,682,797,546,458,230,432
RO,2005,36,752,1511,1786,1999,952,638,55,758,780,493,374,219,442
RO,2006,30,748,1306,1624,1738,847,580,37,669,763,448,334,224,465
RO,2007,25,706,1149,1559,1704,889,611,34,665,634,439,332,230,448
RO,2008,22,671,1124,1656,1713,977,625,37,557,567,518,320,225,499
RO,2009,24,726,969,1592,1599,1016,637,28,575,564,421,290,216,455
RO,2010,21,673,873,1343,1310,896,571,40,509,481,407,277,173,442
RO,2011,19,624,813,1194,1103,839,542,25,475,514,408,215,197,427
RO,2012,14,545,757,1282,1035,823,487,22,428,426,365,186,182,435
RO,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU,2000,1,295,526,596,402,151,54,1,43,73,74,38,31,44
